"Prices","year","month","State"
11,2015,2,"Indiana"
11.14,2015,3,"Indiana"
12.29,2015,4,"Indiana"
11.93,2015,5,"Indiana"
11.82,2015,6,"Indiana"
11.54,2015,7,"Indiana"
11.59,2015,8,"Indiana"
11.81,2015,9,"Indiana"
12.17,2015,10,"Indiana"
12.03,2015,11,"Indiana"
11.46,2015,12,"Indiana"
10.47,2016,1,"Indiana"
10.53,2016,2,"Indiana"
11.21,2016,3,"Indiana"
11.84,2016,4,"Indiana"
11.81,2016,5,"Indiana"
11.33,2016,6,"Indiana"
11.27,2016,7,"Indiana"
11.35,2016,8,"Indiana"
11.79,2016,9,"Indiana"
7.53,2001,1,"Illinois"
8.25,2001,2,"Illinois"
8.33,2001,3,"Illinois"
8.81,2001,4,"Illinois"
9.2,2001,5,"Illinois"
9.43,2001,6,"Illinois"
9.42,2001,7,"Illinois"
9.35,2001,8,"Illinois"
9.21,2001,9,"Illinois"
8.78,2001,10,"Illinois"
8.05,2001,11,"Illinois"
7.93,2001,12,"Illinois"
7.53,2002,1,"Illinois"
8.02,2002,2,"Illinois"
8.03,2002,3,"Illinois"
8.31,2002,4,"Illinois"
8.78,2002,5,"Illinois"
8.93,2002,6,"Illinois"
8.95,2002,7,"Illinois"
8.89,2002,8,"Illinois"
8.92,2002,9,"Illinois"
8.61,2002,10,"Illinois"
7.83,2002,11,"Illinois"
7.46,2002,12,"Illinois"
7.4,2003,1,"Illinois"
7.6,2003,2,"Illinois"
7.88,2003,3,"Illinois"
8.54,2003,4,"Illinois"
8.83,2003,5,"Illinois"
9.23,2003,6,"Illinois"
9.06,2003,7,"Illinois"
8.97,2003,8,"Illinois"
8.85,2003,9,"Illinois"
8.67,2003,10,"Illinois"
8.12,2003,11,"Illinois"
7.56,2003,12,"Illinois"
7.37,2004,1,"Illinois"
7.58,2004,2,"Illinois"
8.18,2004,3,"Illinois"
8.46,2004,4,"Illinois"
8.76,2004,5,"Illinois"
8.98,2004,6,"Illinois"
9.13,2004,7,"Illinois"
9.05,2004,8,"Illinois"
8.99,2004,9,"Illinois"
8.52,2004,10,"Illinois"
8.03,2004,11,"Illinois"
7.58,2004,12,"Illinois"
7.27,2005,1,"Illinois"
7.83,2005,2,"Illinois"
7.96,2005,3,"Illinois"
8.46,2005,4,"Illinois"
8.74,2005,5,"Illinois"
8.88,2005,6,"Illinois"
8.97,2005,7,"Illinois"
8.87,2005,8,"Illinois"
8.91,2005,9,"Illinois"
8.54,2005,10,"Illinois"
8.04,2005,11,"Illinois"
7.38,2005,12,"Illinois"
7.43,2006,1,"Illinois"
7.93,2006,2,"Illinois"
7.91,2006,3,"Illinois"
8.46,2006,4,"Illinois"
8.92,2006,5,"Illinois"
8.88,2006,6,"Illinois"
9.15,2006,7,"Illinois"
8.92,2006,8,"Illinois"
9.21,2006,9,"Illinois"
8.73,2006,10,"Illinois"
7.78,2006,11,"Illinois"
7.55,2006,12,"Illinois"
9.63,2007,1,"Illinois"
9.62,2007,2,"Illinois"
9.81,2007,3,"Illinois"
10.42,2007,4,"Illinois"
10.17,2007,5,"Illinois"
10.58,2007,6,"Illinois"
9.89,2007,7,"Illinois"
10.29,2007,8,"Illinois"
10.31,2007,9,"Illinois"
10.74,2007,10,"Illinois"
10.58,2007,11,"Illinois"
9.71,2007,12,"Illinois"
9.56,2008,1,"Illinois"
9.88,2008,2,"Illinois"
10.43,2008,3,"Illinois"
11.02,2008,4,"Illinois"
11.6,2008,5,"Illinois"
11.57,2008,6,"Illinois"
11.41,2008,7,"Illinois"
11.24,2008,8,"Illinois"
11.63,2008,9,"Illinois"
12.05,2008,10,"Illinois"
12.24,2008,11,"Illinois"
10.82,2008,12,"Illinois"
10.79,2009,1,"Illinois"
11.47,2009,2,"Illinois"
11.74,2009,3,"Illinois"
11.97,2009,4,"Illinois"
12.16,2009,5,"Illinois"
11.4,2009,6,"Illinois"
10.97,2009,7,"Illinois"
11.15,2009,8,"Illinois"
11.48,2009,9,"Illinois"
11.42,2009,10,"Illinois"
11.11,2009,11,"Illinois"
10.3,2009,12,"Illinois"
9.94,2010,1,"Illinois"
10.56,2010,2,"Illinois"
10.98,2010,3,"Illinois"
11.61,2010,4,"Illinois"
12.05,2010,5,"Illinois"
12.7,2010,6,"Illinois"
12.13,2010,7,"Illinois"
11.96,2010,8,"Illinois"
11.75,2010,9,"Illinois"
12.22,2010,10,"Illinois"
11.98,2010,11,"Illinois"
10.64,2010,12,"Illinois"
10.31,2011,1,"Illinois"
11.19,2011,2,"Illinois"
11.9,2011,3,"Illinois"
11.88,2011,4,"Illinois"
12.37,2011,5,"Illinois"
12.06,2011,6,"Illinois"
11.91,2011,7,"Illinois"
11.55,2011,8,"Illinois"
12.76,2011,9,"Illinois"
12.85,2011,10,"Illinois"
12.38,2011,11,"Illinois"
11.14,2011,12,"Illinois"
11.21,2012,1,"Illinois"
11.45,2012,2,"Illinois"
11.97,2012,3,"Illinois"
12.45,2012,4,"Illinois"
12.73,2012,5,"Illinois"
11.24,2012,6,"Illinois"
10.81,2012,7,"Illinois"
10.78,2012,8,"Illinois"
11.36,2012,9,"Illinois"
11.91,2012,10,"Illinois"
11.35,2012,11,"Illinois"
10.62,2012,12,"Illinois"
10.42,2013,1,"Illinois"
10.85,2013,2,"Illinois"
10.46,2013,3,"Illinois"
10.92,2013,4,"Illinois"
11.89,2013,5,"Illinois"
10.57,2013,6,"Illinois"
10.44,2013,7,"Illinois"
10.73,2013,8,"Illinois"
10.09,2013,9,"Illinois"
11.22,2013,10,"Illinois"
10.61,2013,11,"Illinois"
9.84,2013,12,"Illinois"
10.34,2014,1,"Illinois"
10.94,2014,2,"Illinois"
11.27,2014,3,"Illinois"
12.31,2014,4,"Illinois"
12.48,2014,5,"Illinois"
12.15,2014,6,"Illinois"
12.09,2014,7,"Illinois"
12.41,2014,8,"Illinois"
12.05,2014,9,"Illinois"
13.52,2014,10,"Illinois"
12.62,2014,11,"Illinois"
11.78,2014,12,"Illinois"
11.45,2015,1,"Illinois"
11.88,2015,2,"Illinois"
11.94,2015,3,"Illinois"
13.31,2015,4,"Illinois"
13.26,2015,5,"Illinois"
12.58,2015,6,"Illinois"
12.56,2015,7,"Illinois"
12.52,2015,8,"Illinois"
12.8,2015,9,"Illinois"
13.58,2015,10,"Illinois"
13.27,2015,11,"Illinois"
11.82,2015,12,"Illinois"
11.44,2016,1,"Illinois"
11.94,2016,2,"Illinois"
12.56,2016,3,"Illinois"
12.8,2016,4,"Illinois"
13.29,2016,5,"Illinois"
12.25,2016,6,"Illinois"
12.06,2016,7,"Illinois"
11.94,2016,8,"Illinois"
12.2,2016,9,"Illinois"
8.74,2001,1,"Pennsylvania"
9.01,2001,2,"Pennsylvania"
9.29,2001,3,"Pennsylvania"
9.38,2001,4,"Pennsylvania"
9.98,2001,5,"Pennsylvania"
10.63,2001,6,"Pennsylvania"
10.32,2001,7,"Pennsylvania"
10.25,2001,8,"Pennsylvania"
9.97,2001,9,"Pennsylvania"
9.95,2001,10,"Pennsylvania"
9.63,2001,11,"Pennsylvania"
9.43,2001,12,"Pennsylvania"
9.21,2002,1,"Pennsylvania"
9.47,2002,2,"Pennsylvania"
9.37,2002,3,"Pennsylvania"
9.54,2002,4,"Pennsylvania"
9.93,2002,5,"Pennsylvania"
10.34,2002,6,"Pennsylvania"
10.27,2002,7,"Pennsylvania"
10.21,2002,8,"Pennsylvania"
10.04,2002,9,"Pennsylvania"
9.87,2002,10,"Pennsylvania"
9.48,2002,11,"Pennsylvania"
9.17,2002,12,"Pennsylvania"
8.91,2003,1,"Pennsylvania"
8.93,2003,2,"Pennsylvania"
9.11,2003,3,"Pennsylvania"
9.43,2003,4,"Pennsylvania"
9.82,2003,5,"Pennsylvania"
10.19,2003,6,"Pennsylvania"
10.28,2003,7,"Pennsylvania"
10.22,2003,8,"Pennsylvania"
10.08,2003,9,"Pennsylvania"
9.79,2003,10,"Pennsylvania"
9.6,2003,11,"Pennsylvania"
9.17,2003,12,"Pennsylvania"
8.8,2004,1,"Pennsylvania"
8.91,2004,2,"Pennsylvania"
9.2,2004,3,"Pennsylvania"
9.44,2004,4,"Pennsylvania"
9.83,2004,5,"Pennsylvania"
10.22,2004,6,"Pennsylvania"
10.21,2004,7,"Pennsylvania"
10.2,2004,8,"Pennsylvania"
10.17,2004,9,"Pennsylvania"
9.69,2004,10,"Pennsylvania"
9.59,2004,11,"Pennsylvania"
9.14,2004,12,"Pennsylvania"
9.11,2005,1,"Pennsylvania"
9.26,2005,2,"Pennsylvania"
9.31,2005,3,"Pennsylvania"
9.72,2005,4,"Pennsylvania"
10.06,2005,5,"Pennsylvania"
10.5,2005,6,"Pennsylvania"
10.41,2005,7,"Pennsylvania"
10.36,2005,8,"Pennsylvania"
10.36,2005,9,"Pennsylvania"
10.02,2005,10,"Pennsylvania"
10.05,2005,11,"Pennsylvania"
9.36,2005,12,"Pennsylvania"
9.51,2006,1,"Pennsylvania"
9.93,2006,2,"Pennsylvania"
9.82,2006,3,"Pennsylvania"
10.28,2006,4,"Pennsylvania"
10.78,2006,5,"Pennsylvania"
10.99,2006,6,"Pennsylvania"
11,2006,7,"Pennsylvania"
10.78,2006,8,"Pennsylvania"
10.55,2006,9,"Pennsylvania"
10.6,2006,10,"Pennsylvania"
10.1,2006,11,"Pennsylvania"
10.06,2006,12,"Pennsylvania"
10.28,2007,1,"Pennsylvania"
10.25,2007,2,"Pennsylvania"
10.25,2007,3,"Pennsylvania"
10.75,2007,4,"Pennsylvania"
11.32,2007,5,"Pennsylvania"
11.64,2007,6,"Pennsylvania"
11.46,2007,7,"Pennsylvania"
11.57,2007,8,"Pennsylvania"
11.3,2007,9,"Pennsylvania"
11.36,2007,10,"Pennsylvania"
11.08,2007,11,"Pennsylvania"
10.53,2007,12,"Pennsylvania"
10.47,2008,1,"Pennsylvania"
10.69,2008,2,"Pennsylvania"
10.72,2008,3,"Pennsylvania"
11.13,2008,4,"Pennsylvania"
11.76,2008,5,"Pennsylvania"
12.11,2008,6,"Pennsylvania"
12.22,2008,7,"Pennsylvania"
11.93,2008,8,"Pennsylvania"
11.76,2008,9,"Pennsylvania"
11.81,2008,10,"Pennsylvania"
11.35,2008,11,"Pennsylvania"
10.81,2008,12,"Pennsylvania"
10.8,2009,1,"Pennsylvania"
11,2009,2,"Pennsylvania"
11.16,2009,3,"Pennsylvania"
11.57,2009,4,"Pennsylvania"
12.03,2009,5,"Pennsylvania"
12.44,2009,6,"Pennsylvania"
12.42,2009,7,"Pennsylvania"
12.4,2009,8,"Pennsylvania"
11.94,2009,9,"Pennsylvania"
11.89,2009,10,"Pennsylvania"
11.57,2009,11,"Pennsylvania"
11.29,2009,12,"Pennsylvania"
11.49,2010,1,"Pennsylvania"
12.12,2010,2,"Pennsylvania"
12.34,2010,3,"Pennsylvania"
12.93,2010,4,"Pennsylvania"
13.36,2010,5,"Pennsylvania"
13.3,2010,6,"Pennsylvania"
13.33,2010,7,"Pennsylvania"
13.23,2010,8,"Pennsylvania"
12.95,2010,9,"Pennsylvania"
13.03,2010,10,"Pennsylvania"
12.68,2010,11,"Pennsylvania"
12.22,2010,12,"Pennsylvania"
12.4,2011,1,"Pennsylvania"
12.59,2011,2,"Pennsylvania"
12.98,2011,3,"Pennsylvania"
13.21,2011,4,"Pennsylvania"
13.48,2011,5,"Pennsylvania"
13.62,2011,6,"Pennsylvania"
13.56,2011,7,"Pennsylvania"
13.64,2011,8,"Pennsylvania"
13.91,2011,9,"Pennsylvania"
13.65,2011,10,"Pennsylvania"
13.46,2011,11,"Pennsylvania"
13.17,2011,12,"Pennsylvania"
12.82,2012,1,"Pennsylvania"
12.79,2012,2,"Pennsylvania"
12.77,2012,3,"Pennsylvania"
12.97,2012,4,"Pennsylvania"
12.99,2012,5,"Pennsylvania"
12.89,2012,6,"Pennsylvania"
12.62,2012,7,"Pennsylvania"
12.68,2012,8,"Pennsylvania"
12.57,2012,9,"Pennsylvania"
12.8,2012,10,"Pennsylvania"
12.6,2012,11,"Pennsylvania"
12.62,2012,12,"Pennsylvania"
12.32,2013,1,"Pennsylvania"
12.25,2013,2,"Pennsylvania"
12.24,2013,3,"Pennsylvania"
12.56,2013,4,"Pennsylvania"
12.89,2013,5,"Pennsylvania"
13.06,2013,6,"Pennsylvania"
13.11,2013,7,"Pennsylvania"
13.25,2013,8,"Pennsylvania"
13.31,2013,9,"Pennsylvania"
13.11,2013,10,"Pennsylvania"
12.95,2013,11,"Pennsylvania"
12.75,2013,12,"Pennsylvania"
12.69,2014,1,"Pennsylvania"
13.37,2014,2,"Pennsylvania"
12.97,2014,3,"Pennsylvania"
13.06,2014,4,"Pennsylvania"
13.2,2014,5,"Pennsylvania"
13.9,2014,6,"Pennsylvania"
13.96,2014,7,"Pennsylvania"
13.92,2014,8,"Pennsylvania"
13.49,2014,9,"Pennsylvania"
13.42,2014,10,"Pennsylvania"
13.2,2014,11,"Pennsylvania"
13.01,2014,12,"Pennsylvania"
12.76,2015,1,"Pennsylvania"
12.86,2015,2,"Pennsylvania"
12.96,2015,3,"Pennsylvania"
13.36,2015,4,"Pennsylvania"
13.88,2015,5,"Pennsylvania"
14.22,2015,6,"Pennsylvania"
14.02,2015,7,"Pennsylvania"
14.03,2015,8,"Pennsylvania"
14.11,2015,9,"Pennsylvania"
14.28,2015,10,"Pennsylvania"
14.2,2015,11,"Pennsylvania"
13.92,2015,12,"Pennsylvania"
13.88,2016,1,"Pennsylvania"
14.02,2016,2,"Pennsylvania"
14.06,2016,3,"Pennsylvania"
14.26,2016,4,"Pennsylvania"
14.42,2016,5,"Pennsylvania"
14.03,2016,6,"Pennsylvania"
13.76,2016,7,"Pennsylvania"
13.81,2016,8,"Pennsylvania"
14.17,2016,9,"Pennsylvania"
13.89,2001,1,"New York"
13.93,2001,2,"New York"
13.58,2001,3,"New York"
13.44,2001,4,"New York"
14.01,2001,5,"New York"
14.41,2001,6,"New York"
14.99,2001,7,"New York"
14.61,2001,8,"New York"
14.23,2001,9,"New York"
14.22,2001,10,"New York"
13.53,2001,11,"New York"
13.25,2001,12,"New York"
12.95,2002,1,"New York"
13,2002,2,"New York"
12.81,2002,3,"New York"
12.69,2002,4,"New York"
13.3,2002,5,"New York"
14.01,2002,6,"New York"
14.19,2002,7,"New York"
14.16,2002,8,"New York"
14.42,2002,9,"New York"
13.87,2002,10,"New York"
13.37,2002,11,"New York"
13.19,2002,12,"New York"
12.77,2003,1,"New York"
13.3,2003,2,"New York"
13.91,2003,3,"New York"
14.55,2003,4,"New York"
14.77,2003,5,"New York"
14.98,2003,6,"New York"
15.14,2003,7,"New York"
14.94,2003,8,"New York"
14.92,2003,9,"New York"
14.75,2003,10,"New York"
14.23,2003,11,"New York"
13.63,2003,12,"New York"
13.32,2004,1,"New York"
14.02,2004,2,"New York"
13.98,2004,3,"New York"
14.03,2004,4,"New York"
14.2,2004,5,"New York"
14.99,2004,6,"New York"
15.36,2004,7,"New York"
15.32,2004,8,"New York"
15.1,2004,9,"New York"
14.93,2004,10,"New York"
14.88,2004,11,"New York"
14.29,2004,12,"New York"
14.05,2005,1,"New York"
14.53,2005,2,"New York"
14.4,2005,3,"New York"
14.64,2005,4,"New York"
15.36,2005,5,"New York"
15.58,2005,6,"New York"
15.63,2005,7,"New York"
16.16,2005,8,"New York"
16.69,2005,9,"New York"
17.36,2005,10,"New York"
17.57,2005,11,"New York"
16.53,2005,12,"New York"
16.61,2006,1,"New York"
16.66,2006,2,"New York"
15.89,2006,3,"New York"
16.36,2006,4,"New York"
16.56,2006,5,"New York"
17.33,2006,6,"New York"
17.56,2006,7,"New York"
17.74,2006,8,"New York"
17.92,2006,9,"New York"
17.22,2006,10,"New York"
16.33,2006,11,"New York"
15.88,2006,12,"New York"
16.09,2007,1,"New York"
15.89,2007,2,"New York"
16.83,2007,3,"New York"
17.14,2007,4,"New York"
17.5,2007,5,"New York"
18.17,2007,6,"New York"
17.27,2007,7,"New York"
17.96,2007,8,"New York"
17.15,2007,9,"New York"
17.48,2007,10,"New York"
16.94,2007,11,"New York"
16.66,2007,12,"New York"
16.87,2008,1,"New York"
17.32,2008,2,"New York"
16.93,2008,3,"New York"
18.05,2008,4,"New York"
18.74,2008,5,"New York"
19.41,2008,6,"New York"
19.75,2008,7,"New York"
20.93,2008,8,"New York"
19.5,2008,9,"New York"
17.58,2008,10,"New York"
16.97,2008,11,"New York"
16.63,2008,12,"New York"
16.86,2009,1,"New York"
16.75,2009,2,"New York"
16.39,2009,3,"New York"
16.5,2009,4,"New York"
16.87,2009,5,"New York"
18.21,2009,6,"New York"
18.65,2009,7,"New York"
18.19,2009,8,"New York"
18.78,2009,9,"New York"
18.17,2009,10,"New York"
16.82,2009,11,"New York"
17.51,2009,12,"New York"
17.3,2010,1,"New York"
18.05,2010,2,"New York"
17.55,2010,3,"New York"
18.92,2010,4,"New York"
19.21,2010,5,"New York"
19.41,2010,6,"New York"
20.11,2010,7,"New York"
19.35,2010,8,"New York"
20.09,2010,9,"New York"
18.36,2010,10,"New York"
18.25,2010,11,"New York"
17.72,2010,12,"New York"
17.25,2011,1,"New York"
17.45,2011,2,"New York"
17.58,2011,3,"New York"
17.63,2011,4,"New York"
18.3,2011,5,"New York"
19.07,2011,6,"New York"
19.22,2011,7,"New York"
19.25,2011,8,"New York"
18.84,2011,9,"New York"
18.78,2011,10,"New York"
17.93,2011,11,"New York"
17.26,2011,12,"New York"
16.79,2012,1,"New York"
16.51,2012,2,"New York"
16.64,2012,3,"New York"
16.71,2012,4,"New York"
17.33,2012,5,"New York"
18.31,2012,6,"New York"
18.38,2012,7,"New York"
18.12,2012,8,"New York"
18.52,2012,9,"New York"
18.44,2012,10,"New York"
17.44,2012,11,"New York"
17.47,2012,12,"New York"
17.93,2013,1,"New York"
19.1,2013,2,"New York"
18.16,2013,3,"New York"
17.67,2013,4,"New York"
18.35,2013,5,"New York"
19.32,2013,6,"New York"
20.03,2013,7,"New York"
19.14,2013,8,"New York"
19.56,2013,9,"New York"
18.88,2013,10,"New York"
18.49,2013,11,"New York"
18.18,2013,12,"New York"
19.57,2014,1,"New York"
21.69,2014,2,"New York"
20.9,2014,3,"New York"
19.54,2014,4,"New York"
20.59,2014,5,"New York"
20.88,2014,6,"New York"
20.48,2014,7,"New York"
19.51,2014,8,"New York"
19.41,2014,9,"New York"
19.43,2014,10,"New York"
19.45,2014,11,"New York"
19.26,2014,12,"New York"
19.28,2015,1,"New York"
19.75,2015,2,"New York"
18.92,2015,3,"New York"
17.72,2015,4,"New York"
18.06,2015,5,"New York"
18.76,2015,6,"New York"
18.71,2015,7,"New York"
18.38,2015,8,"New York"
18.38,2015,9,"New York"
18.3,2015,10,"New York"
18.23,2015,11,"New York"
17.5,2015,12,"New York"
16.54,2016,1,"New York"
16.76,2016,2,"New York"
16.89,2016,3,"New York"
17.39,2016,4,"New York"
17.73,2016,5,"New York"
17.89,2016,6,"New York"
17.94,2016,7,"New York"
18,2016,8,"New York"
18.38,2016,9,"New York"
9.62,2001,1,"New Jersey"
9.34,2001,2,"New Jersey"
9.79,2001,3,"New Jersey"
9.9,2001,4,"New Jersey"
9.92,2001,5,"New Jersey"
10.86,2001,6,"New Jersey"
11.03,2001,7,"New Jersey"
10.91,2001,8,"New Jersey"
10.98,2001,9,"New Jersey"
9.76,2001,10,"New Jersey"
9.79,2001,11,"New Jersey"
9.68,2001,12,"New Jersey"
9.66,2002,1,"New Jersey"
9.74,2002,2,"New Jersey"
9.7,2002,3,"New Jersey"
10.25,2002,4,"New Jersey"
10.62,2002,5,"New Jersey"
11.01,2002,6,"New Jersey"
11.14,2002,7,"New Jersey"
11.02,2002,8,"New Jersey"
10.77,2002,9,"New Jersey"
9.86,2002,10,"New Jersey"
9.96,2002,11,"New Jersey"
9.86,2002,12,"New Jersey"
9.59,2003,1,"New Jersey"
9.84,2003,2,"New Jersey"
9.88,2003,3,"New Jersey"
10,2003,4,"New Jersey"
10.31,2003,5,"New Jersey"
10.67,2003,6,"New Jersey"
11.02,2003,7,"New Jersey"
12.08,2003,8,"New Jersey"
12.02,2003,9,"New Jersey"
10.41,2003,10,"New Jersey"
10.63,2003,11,"New Jersey"
10.59,2003,12,"New Jersey"
10.52,2004,1,"New Jersey"
10.68,2004,2,"New Jersey"
10.85,2004,3,"New Jersey"
10.82,2004,4,"New Jersey"
10.95,2004,5,"New Jersey"
12.07,2004,6,"New Jersey"
12.39,2004,7,"New Jersey"
12.47,2004,8,"New Jersey"
12.47,2004,9,"New Jersey"
10.14,2004,10,"New Jersey"
10.03,2004,11,"New Jersey"
10.02,2004,12,"New Jersey"
10.53,2005,1,"New Jersey"
10.58,2005,2,"New Jersey"
10.69,2005,3,"New Jersey"
10.45,2005,4,"New Jersey"
10.99,2005,5,"New Jersey"
12.5,2005,6,"New Jersey"
12.95,2005,7,"New Jersey"
13.27,2005,8,"New Jersey"
12.74,2005,9,"New Jersey"
11.42,2005,10,"New Jersey"
11.09,2005,11,"New Jersey"
11.13,2005,12,"New Jersey"
11.21,2006,1,"New Jersey"
11.34,2006,2,"New Jersey"
11.36,2006,3,"New Jersey"
11.31,2006,4,"New Jersey"
11.46,2006,5,"New Jersey"
14.01,2006,6,"New Jersey"
14.57,2006,7,"New Jersey"
14.75,2006,8,"New Jersey"
13.85,2006,9,"New Jersey"
12.54,2006,10,"New Jersey"
12.17,2006,11,"New Jersey"
12.44,2006,12,"New Jersey"
12.48,2007,1,"New Jersey"
12.56,2007,2,"New Jersey"
12.52,2007,3,"New Jersey"
12.51,2007,4,"New Jersey"
13.05,2007,5,"New Jersey"
15.52,2007,6,"New Jersey"
16.03,2007,7,"New Jersey"
16.3,2007,8,"New Jersey"
15.28,2007,9,"New Jersey"
13.67,2007,10,"New Jersey"
13.51,2007,11,"New Jersey"
13.63,2007,12,"New Jersey"
13.92,2008,1,"New Jersey"
14.01,2008,2,"New Jersey"
13.83,2008,3,"New Jersey"
13.77,2008,4,"New Jersey"
14.27,2008,5,"New Jersey"
16.84,2008,6,"New Jersey"
17.65,2008,7,"New Jersey"
17.75,2008,8,"New Jersey"
16.84,2008,9,"New Jersey"
15.61,2008,10,"New Jersey"
15.27,2008,11,"New Jersey"
15.27,2008,12,"New Jersey"
15.71,2009,1,"New Jersey"
15.93,2009,2,"New Jersey"
15.85,2009,3,"New Jersey"
15.78,2009,4,"New Jersey"
16.05,2009,5,"New Jersey"
16.77,2009,6,"New Jersey"
17.71,2009,7,"New Jersey"
17.38,2009,8,"New Jersey"
16.7,2009,9,"New Jersey"
15.62,2009,10,"New Jersey"
15.5,2009,11,"New Jersey"
15.63,2009,12,"New Jersey"
15.87,2010,1,"New Jersey"
15.81,2010,2,"New Jersey"
15.89,2010,3,"New Jersey"
15.91,2010,4,"New Jersey"
16.14,2010,5,"New Jersey"
16.88,2010,6,"New Jersey"
17.39,2010,7,"New Jersey"
17.36,2010,8,"New Jersey"
17.37,2010,9,"New Jersey"
16.34,2010,10,"New Jersey"
16.28,2010,11,"New Jersey"
16.14,2010,12,"New Jersey"
15.64,2011,1,"New Jersey"
16.73,2011,2,"New Jersey"
16.4,2011,3,"New Jersey"
16.28,2011,4,"New Jersey"
16.33,2011,5,"New Jersey"
16.03,2011,6,"New Jersey"
16.35,2011,7,"New Jersey"
16.68,2011,8,"New Jersey"
16.18,2011,9,"New Jersey"
15.95,2011,10,"New Jersey"
16.15,2011,11,"New Jersey"
15.97,2011,12,"New Jersey"
16.07,2012,1,"New Jersey"
16.22,2012,2,"New Jersey"
15.86,2012,3,"New Jersey"
15.91,2012,4,"New Jersey"
15.93,2012,5,"New Jersey"
15.67,2012,6,"New Jersey"
16.12,2012,7,"New Jersey"
15.81,2012,8,"New Jersey"
15.57,2012,9,"New Jersey"
15.17,2012,10,"New Jersey"
15.24,2012,11,"New Jersey"
15.49,2012,12,"New Jersey"
15.3,2013,1,"New Jersey"
15.26,2013,2,"New Jersey"
15.33,2013,3,"New Jersey"
15.45,2013,4,"New Jersey"
15.56,2013,5,"New Jersey"
16.04,2013,6,"New Jersey"
16.43,2013,7,"New Jersey"
16.24,2013,8,"New Jersey"
16.07,2013,9,"New Jersey"
15.56,2013,10,"New Jersey"
15.34,2013,11,"New Jersey"
15.28,2013,12,"New Jersey"
15.22,2014,1,"New Jersey"
15.63,2014,2,"New Jersey"
15.88,2014,3,"New Jersey"
15.69,2014,4,"New Jersey"
15.45,2014,5,"New Jersey"
15.87,2014,6,"New Jersey"
16.51,2014,7,"New Jersey"
16,2014,8,"New Jersey"
15.84,2014,9,"New Jersey"
15.58,2014,10,"New Jersey"
15.59,2014,11,"New Jersey"
15.54,2014,12,"New Jersey"
15.46,2015,1,"New Jersey"
15.46,2015,2,"New Jersey"
15.54,2015,3,"New Jersey"
15.86,2015,4,"New Jersey"
15.63,2015,5,"New Jersey"
16.43,2015,6,"New Jersey"
16.42,2015,7,"New Jersey"
16.33,2015,8,"New Jersey"
15.66,2015,9,"New Jersey"
15.22,2015,10,"New Jersey"
15.32,2015,11,"New Jersey"
15.55,2015,12,"New Jersey"
15.5,2016,1,"New Jersey"
15.49,2016,2,"New Jersey"
15.58,2016,3,"New Jersey"
15.52,2016,4,"New Jersey"
15.4,2016,5,"New Jersey"
16.05,2016,6,"New Jersey"
16.15,2016,7,"New Jersey"
16.22,2016,8,"New Jersey"
16.16,2016,9,"New Jersey"
12.47,2001,1,"Vermont"
12.53,2001,2,"Vermont"
12.4,2001,3,"Vermont"
12.04,2001,4,"Vermont"
12.59,2001,5,"Vermont"
13.01,2001,6,"Vermont"
13.06,2001,7,"Vermont"
12.89,2001,8,"Vermont"
12.79,2001,9,"Vermont"
13.07,2001,10,"Vermont"
12.67,2001,11,"Vermont"
12.61,2001,12,"Vermont"
12.67,2002,1,"Vermont"
12.35,2002,2,"Vermont"
12.78,2002,3,"Vermont"
12.81,2002,4,"Vermont"
12.57,2002,5,"Vermont"
12.92,2002,6,"Vermont"
13.05,2002,7,"Vermont"
12.89,2002,8,"Vermont"
12.95,2002,9,"Vermont"
12.93,2002,10,"Vermont"
12.76,2002,11,"Vermont"
12.7,2002,12,"Vermont"
12.32,2003,1,"Vermont"
12.33,2003,2,"Vermont"
12.51,2003,3,"Vermont"
12.81,2003,4,"Vermont"
12.92,2003,5,"Vermont"
13.17,2003,6,"Vermont"
13.09,2003,7,"Vermont"
13.09,2003,8,"Vermont"
13.16,2003,9,"Vermont"
13.06,2003,10,"Vermont"
12.96,2003,11,"Vermont"
12.72,2003,12,"Vermont"
12.48,2004,1,"Vermont"
12.47,2004,2,"Vermont"
12.75,2004,3,"Vermont"
12.88,2004,4,"Vermont"
13.07,2004,5,"Vermont"
13.33,2004,6,"Vermont"
13.16,2004,7,"Vermont"
13.21,2004,8,"Vermont"
13.23,2004,9,"Vermont"
13.29,2004,10,"Vermont"
13.33,2004,11,"Vermont"
12.56,2004,12,"Vermont"
12.67,2005,1,"Vermont"
12.8,2005,2,"Vermont"
12.78,2005,3,"Vermont"
13.11,2005,4,"Vermont"
13.09,2005,5,"Vermont"
13,2005,6,"Vermont"
12.92,2005,7,"Vermont"
13.02,2005,8,"Vermont"
13.06,2005,9,"Vermont"
13.19,2005,10,"Vermont"
13.17,2005,11,"Vermont"
12.92,2005,12,"Vermont"
12.92,2006,1,"Vermont"
13.1,2006,2,"Vermont"
13.07,2006,3,"Vermont"
13.39,2006,4,"Vermont"
13.69,2006,5,"Vermont"
13.61,2006,6,"Vermont"
13.47,2006,7,"Vermont"
13.5,2006,8,"Vermont"
13.73,2006,9,"Vermont"
13.74,2006,10,"Vermont"
13.57,2006,11,"Vermont"
13.2,2006,12,"Vermont"
13.67,2007,1,"Vermont"
13.95,2007,2,"Vermont"
13.81,2007,3,"Vermont"
